"domaine_professionnel","grand_domaine","rome","type_structure","id_structure","nombre_de_fiches_de_poste_en_tension","id","id_asp","structure_id_siae","adresse_ligne_1","adresse_ligne_2","ville","code_commune","code_postal","longitude","latitude","département","région"
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1418-Viticulteur / Viticultrice,EITI,12709,1,12709,1870,1870,"1 rue des fougères",Association Saint Fiacre,SAINTES,"17415","17100",-0.664161,45.74272,"17",Nouvelle-Aquitaine
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1602-Commis / Commise de cuisine,ETTI,10173,2,10173,4388,4388,"1 rue Maurice Pasquier","",ANGERS,"49007","49100",-0.525954,47.474717,"49",Pays de la Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,AI,1383,1,1383,1373,1373,Rue du General de Gaulle,"",RINXENT,"62711","62720",1.739051,50.804811,"62",Hauts-de-France
"H28- Matériaux de construction, céramique et verre",H- Industrie,H2801-Agent / Agente de fabrication du verre,ETTI,9800,1,9800,5434,5434,"8, rue des Vases","",HONFLEUR,"14333","14600",0.238322,49.418292,"14",Normandie
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,AI,4742,4,4742,745,745,"47 Grande Rue","",CHATEAU THIERRY,"02168","02400",3.400381,49.045823,"02",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,6338,1,6338,1126,1126,"10 A allée Alsace Lorraine",ESPACE DES PLATANES,GRENADE,"31232","31330",1.293855,43.769694,"31",Occitanie
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ACI,4725,1,4725,506,506,"17 Rue de Bohain","",CAMBRAI,"59122","59400",3.246158,50.168028,"59",Hauts-de-France
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1418-Viticulteur / Viticultrice,AI,5158,2,5158,1208,1208,"36 rue du Marechal Leclerc","",COSNE COURS SUR LOIRE,"58261","58200",2.925721,47.413121,"58",Bourgogne-Franche-Comté
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,6407,1,6407,2100,2100,"2 rue des remparts Notre Dame","",VILLEMUR SUR TARN,"31584","31340",1.505093,43.863857,"31",Occitanie
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,82,1,82,8,8,"22 Rue Lixenbuhl","",ILLKIRCH GRAFFENSTADEN,"67218","67400",7.726961000000001,48.530121,"67",Grand Est
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1619-Couvreur / Couvreuse,ETTI,9842,1,9842,4052,4052,"33 avenue René Cassin",Bât ECODIA,DINAN,,"22108",-2.062929,48.455112,"22",Bretagne
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,7885,1,7885,1545,1545,"15 Avenue Legoulz de la Boulaye - Baugé",BP 80079,BAUGE EN ANJOU,"49171","49150",-0.098041,47.537981,"49",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,8377,1,8377,2334,2334,"1 Rue Albert 1er","",FORMERIE,"60245","60220",1.730609,49.650405,"60",Hauts-de-France
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,9596,1,9596,3920,3920,"18 Rue des Ecoles","",ST CLOUD,"92064","92210",2.217777,48.841709,"92",Île-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1202-Agent / Agente d'entretien des espaces naturels,AI,5650,1,5650,3442,3442,"39 rue d'Aubigny","",LYON 03,"69123","69003",4.866779,45.761359,"69",Auvergne-Rhône-Alpes
F15- Montage de structures,"F- Construction, Bâtiment et Travaux publics",F1502-Échafaudeur / Échafaudeuse,ETTI,3855,1,3855,1771,1771,"7 Rue de Vendée","",BREST,"29019","29200",-4.512545,48.40424,"29",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,ETTI,1987,1,1987,2012,2012,"2 Rue P Dreyfus Schmidt","",BELFORT,"90010","90000",6.859935,47.640236,"90",Bourgogne-Franche-Comté
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,10350,1,10350,1934,1934,"34 Rue Paul Ligneul",siège,LE MANS,"72181","72000",0.191126,47.997379,"72",Pays de la Loire
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,4286,1,4286,828,828,"18, ZAC Geslin","",LABRY,"54286","54800",5.87485,49.173696,"54",Grand Est
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1418-Viticulteur / Viticultrice,AI,5829,1,5829,1028,1028,"1 Place des Maraichers","",AVIGNON,"84007","84000",4.8388,43.931199,"84",Provence-Alpes-Côte d'Azur
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,9597,1,9597,719,719,"15 Rue de la Ferronnerie","",ROCHEFORT,"17299","17300",-0.958088,45.932036,"17",Nouvelle-Aquitaine
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,1519,1,1519,1522,1522,"7 Rue Gustave Serrurier","",LE HAVRE,"76351","76620",0.108246,49.525925,"76",Normandie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1705-Poseur / Poseuse de canalisations,ETTI,9511,2,9511,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1611-Façadier / Façadière,ETTI,10969,1,10969,6211,6211,"4 rue Jules Méline – Bat B – 2éme étage","",BEZANNES,"51573","51430",4.002132,49.216198,"51",Grand Est
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,ACI,7705,1,7705,4994,4994,"2 R Lazerevouni",KAWENI,MAMOUDZOU,"97611","97600",45.222281,-12.774723,"976",Mayotte
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,7292,1,7292,377,377,"2 Rue Pasteur","",BELLEVILLE SUR MEUSE,"55043","55430",5.392633999999998,49.168141999999996,"55",Grand Est
H22- Bois,H- Industrie,H2202-Conducteur / Conductrice de machines à bois,ETTI,5287,1,5287,4728,4728,"9 Place du Champ de Foire","",VITRE,"35360","35500",-1.206644,48.120281,"35",Bretagne
M16- Secrétariat et assistance,M- Support à l'entreprise,M1607-Secrétaire,AI,6912,1,6912,1107,1107,"5 Rue de Tivoli","",MONTENDRE,"17240","17130",-0.403013,45.282512,"17",Nouvelle-Aquitaine
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,11246,1,11246,6230,6230,"1 Av Elie Castor",HOTEL DE VILLE,SINNAMARY,"97312","97315",-52.958218,5.377042,"973",Guyane
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,3977,1,3977,1049,1049,"49/51 Avenue Thiers",Centre d'affaires Thiers-Galliéni,MELUN,"77288","77000",2.654738,48.528645,"77",Île-de-France
D11- Commerce alimentaire et métiers de bouche,"D- Commerce, Vente et Grande distribution",D1106-Épicier / Épicière,ETTI,8412,2,8412,1998,1998,"45 Avenue Georges BRASSENS",Rés HELIDA,ST DENIS,"97411","97490",55.490227,-20.927414,"974",La Réunion
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1402-Aide horticole,AI,12135,1,12135,7136,7136,"21 bis rue du Dr Moussaud","",CUISE LA MOTTE,"60674","60350",3.001089,49.403841,"60",Hauts-de-France
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,8139,4,8139,958,958,"67, rue du Commandant Bindel",PASSERELLES BP 131,AVRANCHES,"50025","50300",-1.34624,48.682483,"50",Normandie
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,EI,10656,2,10656,6055,6055,"15 mail de Rodrigues","Résidence Magellan, lot 131, Ermitage-Les-Bains",ST PAUL,"97415","97434",55.222089999999994,-21.073570000000007,"974",La Réunion
F15- Montage de structures,"F- Construction, Bâtiment et Travaux publics",F1503-Charpentier / Charpentière,ETTI,3171,1,3171,3231,3231,"4 Rue Etienne Marcel","",MONTELIMAR,"26198","26200",4.742964,44.54981299999999,"26",Auvergne-Rhône-Alpes
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,AI,6648,1,6648,463,463,"390 Boulevard du Président Roosevelt","",VENDOME,"41269","41100",1.054427,47.803594,"41",Centre-Val de Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,11954,1,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1619-Couvreur / Couvreuse,ETTI,12239,1,12239,7224,7224,"34 place charles valentin","",DUNKERQUE,"53130","59140",2.37778,51.037971,"59",Hauts-de-France
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,2030,7,2030,2059,2059,"27 rue de la Gare","",HAGONDANGE,"57283","57300",6.16767399999999,49.251284,"57",Grand Est
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1602-Commis / Commise de cuisine,AI,6680,1,6680,1004,1004,"9 Rue de la République","",MONTLOUIS SUR LOIRE,"37156","37270",0.831052,47.388043,"37",Centre-Val de Loire
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,11199,1,11199,6636,6636,"51 Route de montfavet angle 2 chemin des frères","",AVIGNON,"84007","84000",4.829965,43.940937,"84",Provence-Alpes-Côte d'Azur
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,3871,1,3871,1603,1603,"31 Avenue Simone Veil","",NICE,"06088","06200",7.203736,43.680682,"06",Provence-Alpes-Côte d'Azur
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,4814,1,4814,1529,1529,"4 Rue de la Prairie",Z.A du grand Pré,LACHAPELLE AUX POTS,"60333","60650",1.902672,49.44242799999999,"60",Hauts-de-France
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1709-Démolisseur / Démolisseuse,ETTI,1867,1,1867,1891,1891,"50 Allée de la Gare","",LE MEE SUR SEINE,"77285","77350",2.626687,48.541934,"77",Île-de-France
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2202-Laveur / Laveuse de vitres,EI,7119,1,7119,3275,3275,"28 Rue de Girassat","",NIORT,"79191","79000",-0.468425,46.314261,"79",Nouvelle-Aquitaine
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2902-Chaudronnier / Chaudronnière,ETTI,2142,1,2142,2175,2175,Rue Jean Loup Chretien,Zone Kennedy,TARBES,"65440","65000",0.089711,43.217889,"65",Occitanie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1605-Électricien / Électricienne réseaux,ETTI,11142,1,11142,6345,6345,"1 Rue Jacques Noel Sané","",CONCARNEAU,"29039","29900",-3.911174999999999,47.90140999999999,"29",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1605-Électricien / Électricienne réseaux,ETTI,7392,1,7392,2243,2243,"85 Avenue de Bellande","",AUBENAS,"07019","07200",4.389474,44.604897,"07",Auvergne-Rhône-Alpes
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1604-Mécanicien / Mécanicienne automobile,ETTI,9513,2,9513,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
H22- Bois,H- Industrie,H2206-Menuisier / Menuisière,ETTI,9243,1,9243,4043,4043,"10 rue Charles Claude Lamy","",MORTAGNE AU PERCHE,"61293","61400",0.55307,48.520751,"61",Normandie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,11072,3,11072,6783,6783,"23B RUE DE LA MARTINIERE","",SABLE SUR SARTHE,"72264","72300",-0.309507,47.839186,"72",Pays de la Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,6293,1,6293,537,537,"5, Place du Colonel Parisot","",AIGNAN,"32001","32290",0.083024,43.697865,"32",Occitanie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,32,1,32,1570,1570,"117 Rue Anne Frank","",CARVIN,"62215","62220",2.964665,50.495865,"62",Hauts-de-France
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4103-Conducteur / Conductrice de bus,ETTI,12298,2,12298,7232,7232,"222 Rue de la Paix","",VILLEFRANCHE SUR SAONE,"69264","69400",4.7157,45.989083,"69",Auvergne-Rhône-Alpes
J15- Soins paramédicaux,J- Santé,J1501-Aide-soignant / Aide-soignante,AI,9482,1,9482,542,542,"157 bis Rue Denfer Rochereau","",LA ROCHELLE,"17300","17000",-1.202967,46.164084,"17",Nouvelle-Aquitaine
M16- Secrétariat et assistance,M- Support à l'entreprise,M1603-Facteur / Factrice,ETTI,11025,1,11025,6239,6239,"1 et 3 rue Augustin Fresnel",Bat B-Zone Technopolis - BOUFFERE,MONTAIGU VENDEE,"85295","85600",-1.335936,46.975712,"85",Pays de la Loire
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,3858,2,3858,1518,1518,"12 Place la Fayette","",ST QUENTIN,"02691","02100",3.287427,49.850943,"02",Hauts-de-France
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4102-Conducteur / Conductrice de transport de particuliers,AI,5134,1,5134,3595,3595,"10 Rue des Ecoles","",EXINCOURT,"25230","25400",6.833399,47.49427499999999,"25",Bourgogne-Franche-Comté
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4105-Chauffeur-livreur / Chauffeuse-livreuse,ACI,6684,1,6684,1132,1132,"126 Avenue des Marins","",CHATEAUROUX,"36044","36000",1.681472,46.809167,"36",Centre-Val de Loire
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2903-Tourneur-fraiseur / Tourneuse-fraiseuse,ETTI,2414,1,2414,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1603-Plombier / Plombière,ETTI,12276,1,12276,6612,6612,"16 rue des Vauzelles",MAISON DE LA FORMATION,ANCENIS ST GEREON,"44036","44110",,,"44",Pays de la Loire
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,10354,1,10354,1934,1934,"34 Rue Paul Ligneul",siège,LE MANS,"72181","72000",0.191126,47.997379,"72",Pays de la Loire
J15- Soins paramédicaux,J- Santé,J1501-Aide-soignant / Aide-soignante,ETTI,11960,1,11960,7033,7033,"22 PLACE DE LA GARE","",BRUNOY,"91114","91800",2.506294,48.698675,"91",Île-de-France
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1603-Plombier / Plombière,ETTI,1987,1,1987,2012,2012,"2 Rue P Dreyfus Schmidt","",BELFORT,"90010","90000",6.859935,47.640236,"90",Bourgogne-Franche-Comté
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,3881,1,3881,4862,4862,"11 rue gontier patin","",ABBEVILLE,"80001","80100",1.833484,50.106985,"80",Hauts-de-France
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1409-Aviculteur / Avicultrice,ETTI,1484,2,1484,1484,1484,"26 boulevard Waldeck Rousseau","",ST BRIEUC,"22278","22000",-2.757234,48.509904,"22",Bretagne
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,10684,1,10684,1353,1353,"36 rue Maréchal Foch",Maison France Service,OMBREE D ANJOU,"49248","49420",-1.172947,47.740331,"49",Pays de la Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,12086,1,12086,7125,7125,"22 Rue de la PLAGE",QUARTIER PORT FREJUS,FREJUS,"83061","83370",6.728975,43.391737,"83",Provence-Alpes-Côte d'Azur
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4105-Chauffeur-livreur / Chauffeuse-livreuse,ACI,6829,1,6829,350,350,"9 Rue de la Tannerie","",MAULEON,"79079","79700",-0.756998,46.92587399999999,"79",Nouvelle-Aquitaine
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ETTI,11037,4,11037,6660,6660,"Centre commercial intermarché ""La Boussole""","",LES SABLES D OLONNE,"85194","85100",-1.778984,46.506566,"85",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,5136,1,5136,3593,3593,"43 Rue de Villedieu","",VALENTIGNEY,"25580","25700",6.838312,47.458486,"25",Bourgogne-Franche-Comté
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,5100,1,5100,293,293,"05 rue de l'église","",ORGELET,"39397","39270",5.611587,46.521789,"39",Bourgogne-Franche-Comté
H24- Cuir et textile,H- Industrie,H2406-Conducteur / Conductrice de machines de traitement textile,ETTI,12298,1,12298,7232,7232,"222 Rue de la Paix","",VILLEFRANCHE SUR SAONE,"69264","69400",4.7157,45.989083,"69",Auvergne-Rhône-Alpes
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2913-Soudeur / Soudeuse,ETTI,3857,1,3857,4609,4609,"20 rue Castellion","",OYONNAX,"01283","01100",5.650982,46.25262499999998,"01",Auvergne-Rhône-Alpes
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1602-Commis / Commise de cuisine,EI,6520,1,6520,3333,3333,"6 PLACE DE LA HALLE","",COLOGNE,"32106","32430",0.97729,43.722128,"32",Occitanie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1609-Solier / Solière,EITI,11346,5,11346,6462,6462,"75 Boulevard du Maréchal Foch",IMPULSION,LAXOU,"54304","54520",6.151232,48.682734,"54",Grand Est
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2301-Agent / Agente d'assainissement,ETTI,2362,1,2362,2400,2400,"36 Avenue Frédéric Joliot-curie","",GARGES LES GONESSE,"95268","95140",2.415651,48.974337,"95",Île-de-France
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,AI,7462,1,7462,766,766,Les Grands Clos (Pordic),Espace Azur,PORDIC,"22356","22590",-2.823619,48.571431,"22",Bretagne
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1303-Garde d'enfant à domicile,AI,7370,1,7370,687,687,"1 Boulevard Gallieni","",AUXERRE,"89024","89000",3.550769,47.795362000000004,"89",Bourgogne-Franche-Comté
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,EI,10271,1,10271,5796,5796,"100 RUE LOUIS BLANC","",MONTATAIRE,"60414","60160",2.454131,49.259439,"60",Hauts-de-France
